HANA|123451234512341|0725525110|1150224|CMB|COLOMBO BRANCH|42|107295|1963036|C|556|DEPOSIT CASH - UTILITY|37695|108847|10175544|4113|0|0
HERM|123451234512345|0725525110|1150223|MAH|MAHARAGAMA BRANCH|43|107296|2002382|D|510|CREDIT|37696|108849|10175547|4120|0|0
KTNS|123451234512340|0725525110|1150224|NUG|NUGEGODA BRANCH|44|107297|2099740|C|556|DEPOSIT CASH - UTILITY|37697|108851|10175550|4127|0|0
DIAM|032000601376001|0725525110|1150224|CMB|COLOMBO BRANCH|45|107298|1840241|C|556|DEPOSIT CASH - UTILITY|37698|108853|10175553|4134|0|0
DIAM|032000601376001|0725525110|1150220|MAH|MAHARAGAMA BRANCH|46|107299|1907318|D|510|CREDIT|37699|108855|10175556|4141|0|0
HERM|123451234512345|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|47|107300|2000377|D|510|CREDIT|37700|108857|10175559|4148|0|0
DIAM|032000601376001|0725525110|1150225|NUG|NUGEGODA BRANCH|48|107301|1959160|D|510|CREDIT|37701|108859|10175562|4155|0|0
KTNS|123451234512340|0725525110|1150225|SHO|SEYLAN HEAD OFFICE|49|107302|1943277|D|510|CREDIT|37702|108861|10175565|4162|0|0
JESS|123451234512346|0725525110|1150223|KOT|KOTTAWA SUPER BRANCH|50|107303|2002343|C|556|DEPOSIT CASH - UTILITY|37703|108863|10175568|4169|0|0
MALS|703487034870348|0725525110|1150225|SHO|SEYLAN HEAD OFFICE|51|107304|2036055|D|510|CREDIT|37704|108865|10175571|4176|0|0
JESS|123451234512346|0725525110|1150224|SHO|SEYLAN HEAD OFFICE|52|107305|1956744|D|510|CREDIT|37705|108867|10175574|4183|0|0
KTNS|123451234512340|0725525110|1150224|CMB|COLOMBO BRANCH|53|107306|2027571|C|556|DEPOSIT CASH - UTILITY|37706|108869|10175577|4190|0|0
DIAM|032000601376001|0725525110|1150224|MAH|MAHARAGAMA BRANCH|54|107307|2311052|D|510|CREDIT|37707|108871|10175580|4197|0|0
MALS|703487034870348|0725525110|1150222|NUG|NUGEGODA BRANCH|55|107308|2068002|D|510|CREDIT|37708|108873|10175583|4204|0|0
MALS|703487034870348|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|56|107309|1956189|C|556|DEPOSIT CASH - UTILITY|37709|108875|10175586|4211|0|0
DIAM|032000601376001|0725525110|1150220|KOT|KOTTAWA SUPER BRANCH|57|107310|1848362|D|510|CREDIT|37710|108877|10175589|4218|0|0
DIAM|032000601376001|0725525110|1150222|KOT|KOTTAWA SUPER BRANCH|58|107311|2038892|D|510|CREDIT|37711|108879|10175592|4225|0|0
DIAM|032000601376001|0725525110|1150223|KOT|KOTTAWA SUPER BRANCH|59|107312|2026497|D|510|CREDIT|37712|108881|10175595|4232|0|0
JESS|123451234512346|0725525110|1150224|MAH|MAHARAGAMA BRANCH|60|107313|2099098|C|556|DEPOSIT CASH - UTILITY|37713|108883|10175598|4239|0|0
DTV|032001402277001|0725525110|1150221|NUG|NUGEGODA BRANCH|61|107314|1855160|C|556|DEPOSIT CASH - UTILITY|37714|108885|10175601|4246|0|0
DIAM|032000601376001|0725525110|1150222|KOT|KOTTAWA SUPER BRANCH|62|107315|2008949|C|556|DEPOSIT CASH - UTILITY|37715|108887|10175604|4253|0|0
MALS|703487034870348|0725525110|1150222|NUG|NUGEGODA BRANCH|63|107316|2117095|D|510|CREDIT|37716|108889|10175607|4260|0|0
HANA|123451234512341|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|64|107317|2013388|C|556|DEPOSIT CASH - UTILITY|37717|108891|10175610|4267|0|0
HERM|123451234512345|0725525110|1150220|KOT|KOTTAWA SUPER BRANCH|65|107318|1880842|C|556|DEPOSIT CASH - UTILITY|37718|108893|10175613|4274|0|0
MALS|703487034870348|0725525110|1150224|SHO|SEYLAN HEAD OFFICE|66|107319|1884477|D|510|CREDIT|37719|108895|10175616|4281|0|0
HANA|123451234512341|0725525110|1150225|NUG|NUGEGODA BRANCH|67|107320|1980664|D|510|CREDIT|37720|108897|10175619|4288|0|0
HERM|123451234512345|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|68|107321|1926353|D|510|CREDIT|37721|108899|10175622|4295|0|0
DTV|032001402277001|0725525110|1150221|SHO|SEYLAN HEAD OFFICE|69|107322|2028159|C|556|DEPOSIT CASH - UTILITY|37722|108901|10175625|4302|0|0
HERM|123451234512345|0725525110|1150223|NUG|NUGEGODA BRANCH|70|107323|1964361|D|510|CREDIT|37723|108903|10175628|4309|0|0
HERM|123451234512345|0725525110|1150224|CMB|COLOMBO BRANCH|71|107324|1977537|C|556|DEPOSIT CASH - UTILITY|37724|108905|10175631|4316|0|0
DIAM|032000601376001|0725525110|1150224|SHO|SEYLAN HEAD OFFICE|72|107325|1814202|D|510|CREDIT|37725|108907|10175634|4323|0|0
DTV|032001402277001|0725525110|1150225|NUG|NUGEGODA BRANCH|73|107326|1981308|C|556|DEPOSIT CASH - UTILITY|37726|108909|10175637|4330|0|0
HANA|123451234512341|0725525110|1150221|NUG|NUGEGODA BRANCH|74|107327|2110231|C|556|DEPOSIT CASH - UTILITY|37727|108911|10175640|4337|0|0
MALS|703487034870348|0725525110|1150220|MAH|MAHARAGAMA BRANCH|75|107328|2028612|C|556|DEPOSIT CASH - UTILITY|37728|108913|10175643|4344|0|0
JESS|123451234512346|0725525110|1150224|NUG|NUGEGODA BRANCH|76|107329|1893486|D|510|CREDIT|37729|108915|10175646|4351|0|0
DIAM|032000601376001|0725525110|1150220|CMB|COLOMBO BRANCH|77|107330|2098546|D|510|CREDIT|37730|108917|10175649|4358|0|0
MALS|703487034870348|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|78|107331|2203669|C|556|DEPOSIT CASH - UTILITY|37731|108919|10175652|4365|0|0
MALS|703487034870348|0725525110|1150224|SHO|SEYLAN HEAD OFFICE|79|107332|1989303|C|556|DEPOSIT CASH - UTILITY|37732|108921|10175655|4372|0|0
JESS|123451234512346|0725525110|1150224|NUG|NUGEGODA BRANCH|80|107333|1897356|D|510|CREDIT|37733|108923|10175658|4379|0|0
KTNS|123451234512340|0725525110|1150224|MAH|MAHARAGAMA BRANCH|81|107334|1798484|C|556|DEPOSIT CASH - UTILITY|37734|108925|10175661|4386|0|0
DTV|032001402277001|0725525110|1150225|MAH|MAHARAGAMA BRANCH|82|107335|2114137|C|556|DEPOSIT CASH - UTILITY|37735|108927|10175664|4393|0|0
KTNS|123451234512340|0725525110|1150220|NUG|NUGEGODA BRANCH|83|107336|1865074|D|510|CREDIT|37736|108929|10175667|4400|0|0
KTNS|123451234512340|0725525110|1150220|KOT|KOTTAWA SUPER BRANCH|84|107337|2251985|D|510|CREDIT|37737|108931|10175670|4407|0|0
HANA|123451234512341|0725525110|1150223|MAH|MAHARAGAMA BRANCH|85|107338|1979489|D|510|CREDIT|37738|108933|10175673|4414|0|0
DIAM|032000601376001|0725525110|1150223|SHO|SEYLAN HEAD OFFICE|86|107339|1847550|D|510|CREDIT|37739|108935|10175676|4421|0|0
HERM|123451234512345|0725525110|1150220|MAH|MAHARAGAMA BRANCH|87|107340|2059724|D|510|CREDIT|37740|108937|10175679|4428|0|0
DTV|032001402277001|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|88|107341|2085745|C|556|DEPOSIT CASH - UTILITY|37741|108939|10175682|4435|0|0
MALS|703487034870348|0725525110|1150224|MAH|MAHARAGAMA BRANCH|89|107342|2173692|D|510|CREDIT|37742|108941|10175685|4442|0|0
DIAM|032000601376001|0725525110|1150225|CMB|COLOMBO BRANCH|90|107343|1929394|C|556|DEPOSIT CASH - UTILITY|37743|108943|10175688|4449|0|0
KTNS|123451234512340|0725525110|1150223|CMB|COLOMBO BRANCH|91|107344|2018400|C|556|DEPOSIT CASH - UTILITY|37744|108945|10175691|4456|0|0
JESS|123451234512346|0725525110|1150221|KOT|KOTTAWA SUPER BRANCH|92|107345|2008724|C|556|DEPOSIT CASH - UTILITY|37745|108947|10175694|4463|0|0
DTV|032001402277001|0725525110|1150225|SHO|SEYLAN HEAD OFFICE|93|107346|1853657|D|510|CREDIT|37746|108949|10175697|4470|0|0
MALS|703487034870348|0725525110|1150222|KOT|KOTTAWA SUPER BRANCH|94|107347|2105723|C|556|DEPOSIT CASH - UTILITY|37747|108951|10175700|4477|0|0
MALS|703487034870348|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|95|107348|2075902|C|556|DEPOSIT CASH - UTILITY|37748|108953|10175703|4484|0|0
HANA|123451234512341|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|96|107349|1955755|D|510|CREDIT|37749|108955|10175706|4491|0|0
JESS|123451234512346|0725525110|1150224|CMB|COLOMBO BRANCH|97|107350|1976740|D|510|CREDIT|37750|108957|10175709|4498|0|0
KTNS|123451234512340|0725525110|1150224|CMB|COLOMBO BRANCH|98|107351|1973574|C|556|DEPOSIT CASH - UTILITY|37751|108959|10175712|4505|0|0
JESS|123451234512346|0725525110|1150223|NUG|NUGEGODA BRANCH|99|107352|2074355|D|510|CREDIT|37752|108961|10175715|4512|0|0
MALS|703487034870348|0725525110|1150221|NUG|NUGEGODA BRANCH|100|107353|2023427|C|556|DEPOSIT CASH - UTILITY|37753|108963|10175718|4519|0|0
KTNS|123451234512340|0725525110|1150222|MAH|MAHARAGAMA BRANCH|101|107354|1994061|C|556|DEPOSIT CASH - UTILITY|37754|108965|10175721|4526|0|0
MALS|703487034870348|0725525110|1150224|NUG|NUGEGODA BRANCH|102|107355|1909009|C|556|DEPOSIT CASH - UTILITY|37755|108967|10175724|4533|0|0
HANA|123451234512341|0725525110|1150221|NUG|NUGEGODA BRANCH|103|107356|2092945|D|510|CREDIT|37756|108969|10175727|4540|0|0
DTV|032001402277001|0725525110|1150220|MAH|MAHARAGAMA BRANCH|104|107357|2172602|C|556|DEPOSIT CASH - UTILITY|37757|108971|10175730|4547|0|0
KTNS|123451234512340|0725525110|1150221|NUG|NUGEGODA BRANCH|105|107358|2087303|D|510|CREDIT|37758|108973|10175733|4554|0|0
KTNS|123451234512340|0725525110|1150224|MAH|MAHARAGAMA BRANCH|106|107359|2015971|D|510|CREDIT|37759|108975|10175736|4561|0|0
HANA|123451234512341|0725525110|1150224|CMB|COLOMBO BRANCH|107|107360|2086379|C|556|DEPOSIT CASH - UTILITY|37760|108977|10175739|4568|0|0
KTNS|123451234512340|0725525110|1150221|MAH|MAHARAGAMA BRANCH|108|107361|2063702|D|510|CREDIT|37761|108979|10175742|4575|0|0
HERM|123451234512345|0725525110|1150222|NUG|NUGEGODA BRANCH|109|107362|2081991|D|510|CREDIT|37762|108981|10175745|4582|0|0
JESS|123451234512346|0725525110|1150224|NUG|NUGEGODA BRANCH|110|107363|1999478|D|510|CREDIT|37763|108983|10175748|4589|0|0
HERM|123451234512345|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|111|107364|2084822|C|556|DEPOSIT CASH - UTILITY|37764|108985|10175751|4596|0|0
DTV|032001402277001|0725525110|1150224|KOT|KOTTAWA SUPER BRANCH|112|107365|2044197|D|510|CREDIT|37765|108987|10175754|4603|0|0
DIAM|032000601376001|0725525110|1150221|NUG|NUGEGODA BRANCH|113|107366|1957147|D|510|CREDIT|37766|108989|10175757|4610|0|0
MALS|703487034870348|0725525110|1150220|KOT|KOTTAWA SUPER BRANCH|114|107367|1999540|D|510|CREDIT|37767|108991|10175760|4617|0|0
DIAM|032000601376001|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|115|107368|1918901|C|556|DEPOSIT CASH - UTILITY|37768|108993|10175763|4624|0|0
KTNS|123451234512340|0725525110|1150223|NUG|NUGEGODA BRANCH|116|107369|2004597|C|556|DEPOSIT CASH - UTILITY|37769|108995|10175766|4631|0|0
HERM|123451234512345|0725525110|1150224|MAH|MAHARAGAMA BRANCH|117|107370|1948253|C|556|DEPOSIT CASH - UTILITY|37770|108997|10175769|4638|0|0
HANA|123451234512341|0725525110|1150220|KOT|KOTTAWA SUPER BRANCH|118|107371|1733767|D|510|CREDIT|37771|108999|10175772|4645|0|0
DTV|032001402277001|0725525110|1150221|CMB|COLOMBO BRANCH|119|107372|1962710|C|556|DEPOSIT CASH - UTILITY|37772|109001|10175775|4652|0|0
DIAM|032000601376001|0725525110|1150221|MAH|MAHARAGAMA BRANCH|120|107373|1991146|C|556|DEPOSIT CASH - UTILITY|37773|109003|10175778|4659|0|0
JESS|123451234512346|0725525110|1150221|CMB|COLOMBO BRANCH|121|107374|1841463|D|510|CREDIT|37774|109005|10175781|4666|0|0
HANA|123451234512341|0725525110|1150220|CMB|COLOMBO BRANCH|122|107375|2076438|D|510|CREDIT|37775|109007|10175784|4673|0|0
HERM|123451234512345|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|123|107376|2009808|D|510|CREDIT|37776|109009|10175787|4680|0|0
KTNS|123451234512340|0725525110|1150223|KOT|KOTTAWA SUPER BRANCH|124|107377|1958125|D|510|CREDIT|37777|109011|10175790|4687|0|0
HANA|123451234512341|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|125|107378|2088286|C|556|DEPOSIT CASH - UTILITY|37778|109013|10175793|4694|0|0
MALS|703487034870348|0725525110|1150224|MAH|MAHARAGAMA BRANCH|126|107379|1880748|D|510|CREDIT|37779|109015|10175796|4701|0|0
JESS|123451234512346|0725525110|1150223|KOT|KOTTAWA SUPER BRANCH|127|107380|2107765|D|510|CREDIT|37780|109017|10175799|4708|0|0
DIAM|032000601376001|0725525110|1150224|MAH|MAHARAGAMA BRANCH|128|107381|2099622|C|556|DEPOSIT CASH - UTILITY|37781|109019|10175802|4715|0|0
KTNS|123451234512340|0725525110|1150224|MAH|MAHARAGAMA BRANCH|129|107382|2106200|D|510|CREDIT|37782|109021|10175805|4722|0|0
JESS|123451234512346|0725525110|1150225|SHO|SEYLAN HEAD OFFICE|130|107383|2033301|D|510|CREDIT|37783|109023|10175808|4729|0|0
MALS|703487034870348|0725525110|1150225|SHO|SEYLAN HEAD OFFICE|131|107384|1881900|C|556|DEPOSIT CASH - UTILITY|37784|109025|10175811|4736|0|0
HERM|123451234512345|0725525110|1150221|NUG|NUGEGODA BRANCH|132|107385|2186085|C|556|DEPOSIT CASH - UTILITY|37785|109027|10175814|4743|0|0
MALS|703487034870348|0725525110|1150223|NUG|NUGEGODA BRANCH|133|107386|1935742|C|556|DEPOSIT CASH - UTILITY|37786|109029|10175817|4750|0|0
JESS|123451234512346|0725525110|1150223|SHO|SEYLAN HEAD OFFICE|134|107387|1969323|C|556|DEPOSIT CASH - UTILITY|37787|109031|10175820|4757|0|0
DTV|032001402277001|0725525110|1150223|KOT|KOTTAWA SUPER BRANCH|135|107388|1980516|D|510|CREDIT|37788|109033|10175823|4764|0|0
HANA|123451234512341|0725525110|1150223|CMB|COLOMBO BRANCH|136|107389|1938005|D|510|CREDIT|37789|109035|10175826|4771|0|0
DTV|032001402277001|0725525110|1150220|MAH|MAHARAGAMA BRANCH|137|107390|2147723|C|556|DEPOSIT CASH - UTILITY|37790|109037|10175829|4778|0|0
HERM|123451234512345|0725525110|1150223|NUG|NUGEGODA BRANCH|138|107391|2144635|C|556|DEPOSIT CASH - UTILITY|37791|109039|10175832|4785|0|0
JESS|123451234512346|0725525110|1150225|SHO|SEYLAN HEAD OFFICE|139|107392|2029792|C|556|DEPOSIT CASH - UTILITY|37792|109041|10175835|4792|0|0
DTV|032001402277001|0725525110|1150220|KOT|KOTTAWA SUPER BRANCH|140|107393|1895818|D|510|CREDIT|37793|109043|10175838|4799|0|0
HERM|123451234512345|0725525110|1150223|CMB|COLOMBO BRANCH|141|107394|1908026|C|556|DEPOSIT CASH - UTILITY|37794|109045|10175841|4806|0|0
DTV|032001402277001|0725525110|1150224|NUG|NUGEGODA BRANCH|142|107395|2006068|C|556|DEPOSIT CASH - UTILITY|37795|109047|10175844|4813|0|0
MALS|703487034870348|0725525110|1150225|NUG|NUGEGODA BRANCH|143|107396|1963081|C|556|DEPOSIT CASH - UTILITY|37796|109049|10175847|4820|0|0
MALS|703487034870348|0725525110|1150225|CMB|COLOMBO BRANCH|144|107397|1866049|C|556|DEPOSIT CASH - UTILITY|37797|109051|10175850|4827|0|0
HERM|123451234512345|0725525110|1150222|NUG|NUGEGODA BRANCH|145|107398|1930075|D|510|CREDIT|37798|109053|10175853|4834|0|0
HERM|123451234512345|0725525110|1150224|CMB|COLOMBO BRANCH|146|107399|1908487|C|556|DEPOSIT CASH - UTILITY|37799|109055|10175856|4841|0|0
MALS|703487034870348|0725525110|1150223|KOT|KOTTAWA SUPER BRANCH|147|107400|2015464|D|510|CREDIT|37800|109057|10175859|4848|0|0
HERM|123451234512345|0725525110|1150221|MAH|MAHARAGAMA BRANCH|148|107401|1772066|C|556|DEPOSIT CASH - UTILITY|37801|109059|10175862|4855|0|0
DIAM|032000601376001|0725525110|1150220|SHO|SEYLAN HEAD OFFICE|149|107402|1945228|C|556|DEPOSIT CASH - UTILITY|37802|109061|10175865|4862|0|0
HERM|123451234512345|0725525110|1150223|CMB|COLOMBO BRANCH|150|107403|2080259|D|510|CREDIT|37803|109063|10175868|4869|0|0
MALS|703487034870348|0725525110|1150225|NUG|NUGEGODA BRANCH|151|107404|1980479|C|556|DEPOSIT CASH - UTILITY|37804|109065|10175871|4876|0|0
HERM|123451234512345|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|152|107405|1944001|C|556|DEPOSIT CASH - UTILITY|37805|109067|10175874|4883|0|0
JESS|123451234512346|0725525110|1150221|MAH|MAHARAGAMA BRANCH|153|107406|2083529|C|556|DEPOSIT CASH - UTILITY|37806|109069|10175877|4890|0|0
DTV|032001402277001|0725525110|1150223|NUG|NUGEGODA BRANCH|154|107407|1761244|D|510|CREDIT|37807|109071|10175880|4897|0|0
KTNS|123451234512340|0725525110|1150224|KOT|KOTTAWA SUPER BRANCH|155|107408|1846813|D|510|CREDIT|37808|109073|10175883|4904|0|0
JESS|123451234512346|0725525110|1150224|KOT|KOTTAWA SUPER BRANCH|156|107409|2035353|C|556|DEPOSIT CASH - UTILITY|37809|109075|10175886|4911|0|0
HERM|123451234512345|0725525110|1150220|SHO|SEYLAN HEAD OFFICE|157|107410|1971776|C|556|DEPOSIT CASH - UTILITY|37810|109077|10175889|4918|0|0
MALS|703487034870348|0725525110|1150222|NUG|NUGEGODA BRANCH|158|107411|1954000|C|556|DEPOSIT CASH - UTILITY|37811|109079|10175892|4925|0|0
HERM|123451234512345|0725525110|1150223|MAH|MAHARAGAMA BRANCH|159|107412|2009351|D|510|CREDIT|37812|109081|10175895|4932|0|0
DTV|032001402277001|0725525110|1150223|MAH|MAHARAGAMA BRANCH|160|107413|2099809|D|510|CREDIT|37813|109083|10175898|4939|0|0
DIAM|032000601376001|0725525110|1150224|KOT|KOTTAWA SUPER BRANCH|161|107414|1935587|D|510|CREDIT|37814|109085|10175901|4946|0|0
MALS|703487034870348|0725525110|1150220|SHO|SEYLAN HEAD OFFICE|162|107415|1923324|D|510|CREDIT|37815|109087|10175904|4953|0|0
KTNS|123451234512340|0725525110|1150224|SHO|SEYLAN HEAD OFFICE|163|107416|1949850|D|510|CREDIT|37816|109089|10175907|4960|0|0
KTNS|123451234512340|0725525110|1150224|KOT|KOTTAWA SUPER BRANCH|164|107417|1917321|C|556|DEPOSIT CASH - UTILITY|37817|109091|10175910|4967|0|0
HANA|123451234512341|0725525110|1150221|MAH|MAHARAGAMA BRANCH|165|107418|2049597|C|556|DEPOSIT CASH - UTILITY|37818|109093|10175913|4974|0|0
KTNS|123451234512340|0725525110|1150222|MAH|MAHARAGAMA BRANCH|166|107419|1921880|D|510|CREDIT|37819|109095|10175916|4981|0|0
HERM|123451234512345|0725525110|1150222|KOT|KOTTAWA SUPER BRANCH|167|107420|2140704|C|556|DEPOSIT CASH - UTILITY|37820|109097|10175919|4988|0|0
DTV|032001402277001|0725525110|1150225|KOT|KOTTAWA SUPER BRANCH|168|107421|2027979|C|556|DEPOSIT CASH - UTILITY|37821|109099|10175922|4995|0|0
MALS|703487034870348|0725525110|1150222|NUG|NUGEGODA BRANCH|169|107422|2017855|D|510|CREDIT|37822|109101|10175925|5002|0|0
DTV|032001402277001|0725525110|1150220|MAH|MAHARAGAMA BRANCH|170|107423|1860994|C|556|DEPOSIT CASH - UTILITY|37823|109103|10175928|5009|0|0
JESS|123451234512346|0725525110|1150221|MAH|MAHARAGAMA BRANCH|171|107424|2104220|C|556|DEPOSIT CASH - UTILITY|37824|109105|10175931|5016|0|0
KTNS|123451234512340|0725525110|1150223|CMB|COLOMBO BRANCH|172|107425|2109883|D|510|CREDIT|37825|109107|10175934|5023|0|0
DIAM|032000601376001|0725525110|1150222|SHO|SEYLAN HEAD OFFICE|173|107426|1969986|C|556|DEPOSIT CASH - UTILITY|37826|109109|10175937|5030|0|0
DTV|032001402277001|0725525110|1150222|KOT|KOTTAWA SUPER BRANCH|174|107427|1925007|C|556|DEPOSIT CASH - UTILITY|37827|109111|10175940|5037|0|0
DIAM|032000601376001|0725525110|1150225|NUG|NUGEGODA BRANCH|175|107428|2079601|C|556|DEPOSIT CASH - UTILITY|37828|109113|10175943|5044|0|0
